artist,song_title,use,show
Kent-Melton,Nellie Jean,,Coraline29 Nov 20080
Michele-Mariana,Sirens of the Sea,,Coraline29 Nov 20082
America,A Horse With No Name,,For All Mankind • S1E728 Nov 20190
America,Lonely People,End credits song.,Big Mouth • S3E83 Oct 20190
America,A Horse With No Name,0:37Clyde and Keith grab a beer while duck hunting.,Veronica Mars • S4E518 Jul 20190
America,A Horse With No Name,,BoJack Horseman • S4E16 Sep 20170
America,A Horse With No Name,1:29Healy and March take a cab home from the police department.,The Nice Guys19 May 20161
America,A Horse With No Name,,The Nice Guys19 May 20160
America,I Need You,,Song One22 Jan 20150
America,I Need You,,Song One22 Jan 20150
America,A Horse with No Name,0:02Irving is preparing his hair and getting dressed at the start of the movie.,American Hustle19 Dec 20133
America,A Horse With No Name,0:01Playing in Walt’s car before being pulled by police.,Breaking Bad • S3E227 Mar 20101
America,Ventura Highway,,We Are Marshall29 Nov 20050
America,Ventura Highway,Playing while Logan is making the apology at the soup kitchen and continuing through the scene where Aaron beats him.,Veronica Mars • S1E62 Nov 20040
America,Horse With No Name,"At The People's house, family members sing this song as they make hand mops.",Six Feet Under • S3E820 Apr 20030
America,A Horse With No Name,Song as Joey drives up to his location shoot for his new show.,Friends • S5E2212 May 19990
The-Marshall-University-Marching-Thunder,Sons of Marshall,,We Are Marshall29 Nov 20050
Gordon-Lightfoot,If You Could Read My Mind,,The Half of It30 Apr 20200
Gordon-Lightfoot,Sundown,,Knives Out26 Nov 20190
Gordon-Lightfoot,Sundown,,The Beach Bum28 Mar 20190
Gordon-Lightfoot,Sundown,,The Beach Bum28 Mar 20190
Gordon-Lightfoot,Carefree Highway,0:53End credits song after they walk free for the first time.,Escape at Dannemora • S1E515 Dec 20180
Gordon-Lightfoot,Sundown,Music as they walk inside the diner to find the gunshot victim.,Shades of Blue • S3E116 Jun 20180
Gordon-Lightfoot,If You Could Read My Mind,Song as Tyrell chops timber.,Mr. Robot • S3E324 Oct 20172
Gordon-Lightfoot,If You Could Read My Mind,"0:55Red, Dembe and Mr. Kaplan stop in a forest, then Red takes Mr. Kaplan for a walk; continues as Red shoots Mr. Kaplan.",The Blacklist • S4E228 Sep 20163
Gordon-Lightfoot,If You Could Read My Mind,,The A Word • S1E121 Mar 20160
Gordon-Lightfoot,Sundown,"Dean tells Sam about a missing teacher in Flint, MI. The Road So Far by Alyssa Lynch, Jay Gruska and Tim Pierce The guys arrive at the school during rehearsals for the musical; repeats as 'Dean' sings the opening song; Dean rushes to help Sam backstage.",Supernatural • S10E511 Nov 20140
Gordon-Lightfoot,Carefree Highway,Red just shot Diane in her ilving room.,The Blacklist • S1E1326 Jan 20141
Gordon-Lightfoot,Sundown,Diana turns off music after noticing Red sitting in her living room; continues as Liz stares at the baby stroller and starts crying; Tom spends time with Jolene; Cooper tells Malik he hates work with Red but they wouldn't have solved the case without him; Red apologizes to Mr. Kaplan for the mess.,The Blacklist • S1E1326 Jan 20145
Gordon-Lightfoot,If You Could Read My Mind,,We Are Marshall29 Nov 20050
Murphy-Lee,Wat Da Hook Gon Be,,SGT. Will Gardner10 Jan 20190
Murphy-Lee,Stomp,,The Longest Yard26 May 20050
Tracie-Spencer,Still in My Heart,Sampled in 'Fly Away',The Longest Yard26 May 20050
Natasha-Barr,Move,,The Longest Yard26 May 20050
Nicole-Kindle,"Oh My, Oh My!",,The Longest Yard26 May 20051
216,U Should Know,,The Longest Yard26 May 20050
Michael-Kamen-and-Buckethead,Jack and the Ripper,,The Longest Yard26 May 20050
D-12-ft-Eminem,My Ballz,,The Longest Yard26 May 20050
David-Shire,Theme from 'The Conversation',0:53Earl and Greg browse the film store for inspiration,Me and Earl and the Dying Girl11 May 20150
David-Shire,Cats and Dogs,,The Longest Yard26 May 20050
David-Shire,Salsation,"0:18Tony notices Stephanie on floor
",Saturday Night Fever29 Nov 19762
David-Shire,Manhattan Skyline,"0:39Tony and Stephanie dance in studio
",Saturday Night Fever29 Nov 19761
David-Shire,Night On Disco Mountain,"1:19Tony and gang at bridge with Annette
",Saturday Night Fever29 Nov 19760
David-Shire,Barracuda Hangout,,Saturday Night Fever29 Nov 19760
David-Shire,Night On Disco Mountain,,Saturday Night Fever29 Nov 19761
Wayne-Hancock,Fair Weather Blues,,Mayans MC • S1E822 Oct 20180
Wayne-Hancock,Brand New Cadillac,Song at Merlotte's.,True Blood • S1E427 Sep 20081
Wayne-Hancock,Railroad Blues,,The Longest Yard26 May 20050
Wayne-Hancock,Man Of The Road,Ruth & Robbie at the bar.,Six Feet Under • S2E317 Mar 20020
Union-Turnpike,Oh,,The Longest Yard26 May 20050
Ludacris-ft-Lazy-Eye,Get Back (Clean Rock Mix),,The Longest Yard26 May 20050
Kool-Keith-and-Kutmusta-Kurt,Break U Off,,The Longest Yard26 May 20050
The-University-of-Southern-California-Trojan-Marching-Band,USC Drum Cadence,,The Longest Yard26 May 20050
Harold-Arlen-and-E-Y-Harburg,Somewhere Over the Rainbow,,Fred Claus8 Nov 20070
Jingle-Cats,Jingle Cats Medley,,Fred Claus8 Nov 20070
Vince-Guaraldi-and-Lee-Mendelson,Christmastime Is Here,,Fred Claus8 Nov 20070
Doris-Day-Paul-Weston-and-His-Orchestra-and-The-Norman-Luboff-Choir,Mister Tap Toe,,The Founder19 Jan 20170
Doris-Day-Paul-Weston-and-His-Orchestra-and-The-Norman-Luboff-Choir,Confess,0:22James and Harvey talk with Lucius at a diner about Wayne Enterprises handling of liquid helium.,Gotham • S2E1227 Feb 20160
Doris-Day-Paul-Weston-and-His-Orchestra-and-The-Norman-Luboff-Choir,Que Sera Sera,"Lorelai wakes up, gets ready and fall through her porch.",Gilmore Girls • S2E1122 Jan 20021
Doris-Day-Paul-Weston-and-His-Orchestra-and-The-Norman-Luboff-Choir,"Whatever Will Be, Will Be (Que Sera, Sera)",,"Girl, Interrupted13 Jan 20000"
Russ-Morgan-and-His-Orchestra,I Want You for Christmas,,Fred Claus8 Nov 20070
The-Waitresses,I Know What Boys Like,,The Society • S1E39 May 20190
The-Waitresses,Wasn't Tomorrow Wonderful?,,The Marvelous Mrs. Maisel • S2E34 Dec 20180
The-Waitresses,I Know What Boys Like,"Final song, end credits.",GLOW • S2E528 Jun 20180
The-Waitresses,Christmas Wrapping,,Daddy's Home 29 Nov 20171
The-Waitresses,Christmas Wrapping,,A Bad Moms Christmas31 Oct 20170
The-Waitresses,Christmas Wrapping,0:23Caleb and the ladies arrive at his parents' New Year's party; Alex meets Hannah Wyland of Joint Terrorism; Caleb introduces Shelby to his mom; Natalie tries to get some information about the Vermeer theft; Caleb's father greets him with a hug; montage.,Quantico • S1E1112 Dec 20150
The-Waitresses,Christmas Wrapping,"0:06Chanel shops for crappy gifts with the Chanelettes, then comes to a realization and decides to buy them all matching pink jeeps.",Scream Queens • S1E1130 Nov 20151
The-Waitresses,Christmas Wrapping,Sebastian prepares Carrie for meeting his father; Carrie introduces herself to Sebastian's dad.,The Carrie Diaries • S2E819 Dec 20130
The-Waitresses,Christmas Wrapping,,The Vampire Diaries • S4E912 Dec 20120
The-Waitresses,Christmas Wrapping,,Fred Claus8 Nov 20070
The-Waitresses,I Know What Boys Like,Alexis walks into Meade Publications.,Ugly Betty • S1E158 Feb 20070
The-Waitresses,Christmas Wrapping,,Everwood • S4E97 Dec 20050
The-Waitresses,Christmas Wrapping,Lorelai tries to order food.,Gilmore Girls • S1E1021 Dec 20000
Leigh-Nash,My First Noel,,Fred Claus8 Nov 20070
Leigh-Nash,Along The Wall,Andy tells Josh she's going public with her cancer; the kiss.,Kyle XY • S2E1120 Aug 20070
Leigh-Nash,Still See Life,,The Hills • S2E512 Feb 20070
Leigh-Nash,Need to Be Next To You,,Gilmore Girls • S1E151 Mar 20010
Charles-Nussbaum,Boogie Time,,The Hoax29 Nov 20050
Lars-Luis-Linek,Pan Jam,,The Hoax29 Nov 20050
Johnny-Savarino,Come See Me Tonight,,The Hoax29 Nov 20050
Guy-Barker,Stomp & Swing,1:27Valerian and Bubbles disguises themselves as a Boulan Bathor.,Valerian And The City Of A Thousand Planets20 Jul 20170
Guy-Barker,Ode to Cannonball,,Still Alice4 Dec 20140
Guy-Barker,Run De Noir,,The Hoax29 Nov 20050
Guy-Barker,Miles Moods,"In her drawing class, Claire draws nude model and checks out Russell.",Six Feet Under • S3E12 Mar 20030
Dave-Mason,Only You Know and I Know,,Mrs. Fletcher • S1E39 Nov 20190
Dave-Mason,We Just Disagree,,Crashing • S1E118 Feb 20170
Dave-Mason,Quasimodo's Dream,"Tim arrives at the beach, where his friends and John are all by the water. His friend Pepe exclaims about what he’s done to his hair. He and John share a moment, and then he tells him he got into drama school, and not to make a big deal out of it. John proceeds to yell “hey guys, Tim got into drama school!” All of their friends start clapping for Tim, and he gives into the fan fare, joking around, bowing and telling then to stop, then keep going.",Holding The Man20 Aug 20151
Dave-Mason,Only You Know And I Know,,The Hoax29 Nov 20050
Vic-Caesar,Nixon's The One,,The Hoax29 Nov 20050
The-Gruesome-Spruce,Crushed Velvet Pantlegs,,The Hoax29 Nov 20050
The-Chambers-Brothers,Time Has Come Today,,On the Basis of Sex24 Dec 20180
The-Chambers-Brothers,Time Has Come Today,,"Roman J. Israel, Esq.17 Nov 20170"
The-Chambers-Brothers,Time Has Come Today,0:09Mills' buddies tease him about his letter writing.,Kong Skull Island9 Mar 20174
The-Chambers-Brothers,Time Has Come Today,'Their Time Is Now' Character promos.,Legends Of Tomorrow • S1E120 Jan 20160
The-Chambers-Brothers,Time Has Come Today,,Scandal • S3E66 Nov 20131
The-Chambers-Brothers,Time Has Come Today,Recap.,Supernatural • S2E25 Oct 20060
The-Chambers-Brothers,Time Has Come Today,,Riding the Bullet29 Nov 20030
The-Chambers-Brothers,Time Has Come Today,,"Girl, Interrupted13 Jan 20000"
The-Chambers-Brothers,Time Has Come Today,,Bad Dreams7 Apr 19880
The-Chambers-Brothers,Time Has Come Today,,Coming Home29 Nov 19772
Big-Audio-Dynamite,Rush,,Big Daddy24 Jun 19990
Big-Audio-Dynamite,Bad,"This song plays as Ferris, Sloane and Cameron drive into the parking garage with the Ferrari.",Ferris Bueller's Day Off29 Nov 19850
The-Flowerpot-Men,Beat City,Plays as the car drives from the High School into Chicago,Ferris Bueller's Day Off29 Nov 19852
Tim-Buckley,Song to the Siren (Take 7),,Beautiful Boy8 Nov 20180
Tim-Buckley,Song to the Siren (Take 7),0:22David plays fetch with the dogs. Flashback to David and Nic surfing at the beach.,Beautiful Boy8 Nov 20180
Tim-Buckley,Once I Was,,Roadies • S1E1027 Aug 20160
Tim-Buckley,Phantasmagoria In Two,0:08Laila goes to the beauty salon.,Catch Me Daddy3 Oct 20140
Tim-Buckley,Strange Feeling,,Me Without You29 Nov 20000
Tim-Buckley,Once I Was,Played during Bruce Dern’s walk into the ocean at end,Coming Home29 Nov 19771
Blue-Room,Everytime You Go Away,Neal takes Del home with him.,"Planes, Trains and Automobiles29 Nov 19860"
Blue-Room,I'm Afraid,,Ferris Bueller's Day Off29 Nov 19850
Hugo-Montenegro,Jeannie,0:07Allen continues to hum the 'I Dream of Jeannie' theme song and Terry tells him to stop smiling.,The Other Guys5 Aug 20100
Hugo-Montenegro,Jeannie,,Ferris Bueller's Day Off29 Nov 19850
Sigue-Sigue-Sputnik,Love Missile F1-11,,Point Blank11 Jul 20190
Sigue-Sigue-Sputnik,Love Missile F1-11 (Ultraviolence Mix),,Sex Education • S1E810 Jan 20190
Sigue-Sigue-Sputnik,Love Missile F1-11,"0:02In an homage to the Ferris Bueller movie, Brian talks about faking being sick and hiding his extra NZT pills.",Limitless • S1E72 Nov 20150
Sigue-Sigue-Sputnik,Love Missile F1-11,Played while Ferris is showering,Ferris Bueller's Day Off29 Nov 19850
The-Dream-Academy,Power To Believe,,Mr. Robot • S4E426 Oct 20190
The-Dream-Academy,"Please, Please, Please Let Me Get What I Want",0:30Eddie arrives for the birth of the baby after being prodded on by Gary and Rome.,A Million Little Things • S2E125 Sep 20190
The-Dream-Academy,Life In a Northern Town (LP Version),Sheila dresses up in her wolf costume.,GLOW • S1E422 Jun 20170
The-Dream-Academy,Power to Believe,Neal is verbally attacking Del,"Planes, Trains and Automobiles29 Nov 19860"
The-Dream-Academy,The Edge of Forever,,Ferris Bueller's Day Off29 Nov 19851
The-Dream-Academy,Please Please Please Let Me Get What I Want,"Ferris, Cameron and Sloane visit the museum. Cameron stares closely at 'Sunday Afternoon on the Island of La Grande Jatte'.",Ferris Bueller's Day Off29 Nov 19851
Zapp,More Bounce to the Ounce (Radio Version),,South Park • S22E22 Oct 20180
Zapp,Dance Floor,Franklin walking up to a house while his uncle is benching outside,Snowfall • S1E14 Jul 20170
Zapp,More Bounce to the Ounce (Radio Version),Louie (Auntie) introduces Franklin to Claudia,Snowfall • S1E14 Jul 20170
Zapp,Computer Love,At groups gig,Straight Outta Compton13 Aug 20150
Zapp,More Bounce to the Ounce,0:05Eddie Plant arrives at the video-game championship.,Pixels23 Jul 20150
Zapp,More Bounce to the Ounce (Radio Version),,New Girl • S4E206 Apr 20150
Zapp,More Bounce to the Ounce,"0:56After the win against the Crusaders the team are playing this song in their locker room, it is promptly interrupted by the 'metal heads' of the team",Any Given Sunday21 Dec 19990
Zapp,Heartbreaker (Part I & Part II),,Friday23 Aug 19950
Zapp,Radio People,,Ferris Bueller's Day Off29 Nov 19850
General-Public,Tenderness,,The Deuce • S3E18 Sep 20190
General-Public,Tenderness,,Just Go With It10 Feb 20110
General-Public,Never You Done That,0:32Sam walks in to the party where Marshall offers him pills. Whit is already high.,Ceremony7 Oct 20100
General-Public,Tenderness,1:31Ladies gather to catch the bouquet,Clueless29 Nov 19940
General-Public,Taking The Day Off,,Ferris Bueller's Day Off29 Nov 19850
General-Public,Tenderness,,Weird Science1 Aug 19850
Nick-Cave,The Ballad of Jesse James,,The Assassination of Jesse James by the Coward Robert Ford31 Oct 20070
Nick-Cave,Danny Boy,,The Proposition8 Jun 20060
Nick-Cave,Let it Be,,I Am Sam28 Dec 20012
Nick-Cave,There Is a Light,,Batman Forever15 Jun 19950
The-English-Beat,March of the Swivelheads,Ferris running home near the end of the movie.,Ferris Bueller's Day Off29 Nov 19850
Sparklehorse,It's A Wonderful Life,,Big Little Lies • S2E56 Jul 20190
Sparklehorse,Sea of Teeth,0:51Playing in Tyler's apartment when Ally shows up after her dad hits her. ,Remember Me29 Nov 20091
Sparklehorse,Don't Take My Sunshine Away,Mac breaks up with Bronson.,Veronica Mars • S3E171 May 20071
Sparklehorse,Return To Me,Taylor tells Ryan that she needs time to herself.,The O.C. • S4E1118 Jan 20070
Sparklehorse,Morning Hollow,Matt watches his dad tuck his grandma into bed.,Friday Night Lights • S1E113 Jan 20070
Sparklehorse,Wish You Were Here,,Lords of Dogtown29 Nov 20040
Sparklehorse,Piano Fire,Lana visits Clark at the Torch.,Smallville • S1E2014 May 20020
Sparklehorse,Apple Bed,Michael & Liz talk; sugar containers explode.,Roswell • S3E827 Nov 20010
Robin-Trower,I'm out to Get You,,The Leftovers • S3E83 Jun 20172
Robin-Trower,Day of the Eagle,0:03Sam and Dean try to get Lucifer's attention while he's blasting music in his room.,Supernatural • S11E2217 May 20160
Robin-Trower,Daydream,,Lords of Dogtown29 Nov 20041
Robin-Trower,Hannah,,Dogtown and Z-Boys29 Nov 20000
Robin-Trower,About to Begin,,0
Robin-Trower,Long Misty Days,,0
The-Ozark-Mountain-Daredevils,Jackie Blue,,Lords of Dogtown29 Nov 20040
Rise-Against,Under the Knife,0:42Jean teaches Jake how to effectively breathe during training. Montage of Jake and  the others training.,Never Back Down13 Mar 20084
Rise-Against,Roadside,Lex gives Clark an invitation to the wedding.,Smallville • S6E148 Feb 20070
Rise-Against,Nervous Breakdown,,Lords of Dogtown29 Nov 20040
Blue-Oyster-Cult,Fire of Unknown Origin,Dean sings along to the radio.,Supernatural • S1E1730 Mar 20061
Blue-Oyster-Cult,Burnin' for You,The guys leave the trailer park.,Supernatural • S1E1730 Mar 20061
Blue-Oyster-Cult,(Don't Fear) The Reaper,The Reaper kills a girl in the woods.,Supernatural • S1E1217 Jan 20066
Blue-Oyster-Cult,The Red and The Black,,Lords of Dogtown29 Nov 20040
Blue-Oyster-Cult,(Don't Fear) The Reaper,Played while Veronica and her dad are barbequeing.,Veronica Mars • S1E122 Sep 20041
Blue-Oyster-Cult,Don't Fear The Reaper, ,Six Feet Under • S2E821 Apr 20020
Blue-Oyster-Cult,Godzilla,,Dogtown and Z-Boys29 Nov 20000
Funkadelic,Can You Get to That,"0:01Opening title; Gravedigger figures out Black Lightning's relationship to Lightning, while the two of them are fighting.",Black Lightning • S3E168 Mar 20200
Funkadelic,Can You Get to That,,High Fidelity • S1E1013 Feb 20200
Funkadelic,Maggot Brain,0:01Opening titles; Looker drains the silver from Jake when he accuses her of making him and the others slaves; Gambi shoots the assassin after he refuses to name his employer; Lynn tells Jefferson that Dr. Jace lied about the possible adverse reactions the pod kids could have.,Black Lightning • S2E619 Nov 20180
Funkadelic,Hit It and Quit It,"0:56Thunder takes out a group of armed men, then drops off a bag of money with the pastor; Gambi finds an unconscious Kara outside his apartment; Perenna tells Jennifer they need to talk about her feelings; Henderson informs Jefferson that they caught Tobias.",Black Lightning • S2E322 Oct 20180
Funkadelic,Get Off Your Ass and Jam,,White Boy Rick13 Sep 20182
Funkadelic,Cosmic Slop,,The Deuce • S2E18 Sep 20180
Funkadelic,Maggot Brain,0:59Tom plays one of his father’s vinyl records on the record player and makes out with Hallie at the couch. Hallie begins to experience disturbing hallucinations.,Slender Man9 Aug 20180
Funkadelic,Let's Take It to the People,0:01Black Lighting and Thunder break into an A.S.A. warehouse in search of the pods; Kara demands her subboardate find a way not loss anymore pods; Black Lighting and Thunder don't find the pods but find an armory of electro weapons.,Black Lightning • S1E112 Apr 20180
Funkadelic,Cosmic Slop,Ronnie sells the gun he used in the murder.,The Chi • S1E213 Jan 20180
Funkadelic,Cosmic Slop,,"Roman J. Israel, Esq.17 Nov 20170"
Funkadelic,Can You Get to That,Franklin on the roof talking to his boys. Credits roll.,Snowfall • S1E51 Aug 20170
Funkadelic,Hit It and Quit It,,Atlanta • S1E63 Oct 20160
Funkadelic,Maggot Brain,,Roadies • S1E523 Jul 20161
Funkadelic,Free Your Mind and Your Ass Will Follow,,Ash vs Evil Dead • S1E420 Nov 20150
Funkadelic,Maggot Brain,"0:33Murphy, Omi and Electra have a threesome.",Love30 Oct 20150
Funkadelic,Can You Get to That,0:39Harold helps Tom come up with a story to use on Asher Sutton.,The Blacklist • S3E421 Oct 20150
Funkadelic,One Nation Under a Groove,,Straight Outta Compton13 Aug 20153
Funkadelic,(Not Just) Knee Deep,Scene where the group walks in for their first concert before signing with Priority records.,Straight Outta Compton13 Aug 20152
Funkadelic,"You and Your Folks, Me and My Folks",0:08Detectives Allen and Montoya questions Fish Mooney about Cobblepots whereabouts.,Gotham • S1E36 Oct 20141
Funkadelic,A Joyful Process,0:06First song playing in Francos house.,This Is the End11 Jun 20130
Funkadelic,Can You Get to That,1:20Stevie leaves Jonah at the party. Cuts to the following day as Jonah is taken to the hospital for his operation.,Not Suitable for Children11 Jul 20120
Funkadelic,Hit It and Quit It,1:17Asbury (John Leguizamo) plays this song at his place as he's repairing Alva. He starts arguing with Remy.,Repo Men19 Mar 20100
Funkadelic,Maggot Brain,Montage when Mickey dies and the drug bust takes place.,House M.D. • S6E1125 Jan 20100
Funkadelic,Hit It Or Quit It,Sam &amp; Naomi tell Addison they won't lease the fourth floor.,Private Practice • S2E55 Nov 20080
Funkadelic,Can You Get To That,Panther Roast dinner.,Friday Night Lights • S1E214 Apr 20070
Funkadelic,Super Stupid,,Lords of Dogtown29 Nov 20040
Budgie,Crash Course in Brain Surgery,,Lords of Dogtown29 Nov 20040
Jan-and-Dean,Sidewalk Surfin',,Lords of Dogtown29 Nov 20040
Jan-and-Dean,Sidewalk Surfing,,Dogtown and Z-Boys29 Nov 20000
Jan-and-Dean,Surf City,You Heard The Story Of Adam To Discover,Blast from the Past11 Feb 19990
Paddy-Kingsland,Fun at the Fair,0:04Garth enjoys a snow cone at the Golden Gate Park Carnival.,Titans • S2E1328 Nov 20190
Paddy-Kingsland,Rustic Dance,0:15Sarah and Queen Guinevere talk about King Arthur.,Legends Of Tomorrow • S2E1220 Feb 20170
Paddy-Kingsland,Fun at the Fair,,Shallow Hal29 Nov 20001
Paddy-Kingsland,Fun At The Fair,0:54Hank and Irene arrive at a carnival. Hank steals an ice cream from a little girl.,"Me, Myself & Irene23 Jun 20000"
Kings-of-Convenience,Surprise Ice,Crosby and Jasmine go for their interview at Sydney's potential school.,Parenthood • S2E512 Oct 20100
Kings-of-Convenience,Me In You,Flashback of Daniel meeting Cindy.,Dollhouse • S2E64 Dec 20090
Kings-of-Convenience,Misread,The song plays at Caleb's gathering in Newport.,The O.C. • S2E1317 Feb 20050
Kings-of-Convenience,Homesick,Nate is confronted by Barb regarding Lisa's cremains.,Six Feet Under • S4E1129 Aug 20040
Kings-of-Convenience,I Don't Know What I Can Save You From,Nate arrives at Brenda's; they are both keeping secrets from each other.,Six Feet Under • S2E928 Apr 20020
Kings-of-Convenience,The Weight Of My Words (four tet remix),Clark warns Lana about Tyler.,Smallville • S1E1723 Apr 20020
Kings-of-Convenience,Toxic Girl,,Shallow Hal29 Nov 20001
Kings-of-Convenience,I'd Rather Dance With You,,Girls • S3E30
Lucinda-Williams,Lost Girl,End Credits,Lost Girls12 Mar 20201
Lucinda-Williams,Fruits of My Labor,"0:11Owen arrives as the team sit down for dinner, he attempts to bypass eating with the help of Judd when they hear a crash outside.",9-1-1 Lone Star • S1E42 Feb 20200
Lucinda-Williams,Fruits of My Labor,0:15Maddie has drinks with Tara at Tara's home then explain to her why her ex is her ex now.,9-1-1 • S3E627 Oct 20190
Lucinda-Williams,Like a Rose,"First song, start of episode.",Hap and Leonard • S3E427 Mar 20180
Lucinda-Williams,Joy,0:14Nimah advises Clay on lying to a loved one; montage of the team going over the plan to get Rebecca Sherman.,Quantico • S2E162 Apr 20170
Lucinda-Williams,Hard Time Killing Floor Blues,,Two Trains Runnin'1 Dec 20160
Lucinda-Williams,Doors of Heaven,0:28End credits song.,Transparent • S3E722 Sep 20160
Lucinda-Williams,Doors of Heaven,,Preacher • S1E311 Jun 20160
Lucinda-Williams,Are You Down,,Containment • S1E623 May 20160
