artist,song_title,use,show
Sash-Kuzma-ft-Nadia-Christine-Duggin,Would You,Hanna arrives at the sorority party and shows Spencer the gun she found in Ashley's closet; Spencer searches the sorority house for Emily.,Pretty Little Liars • S4E59 Jul 20130
Manhattans,Baby I Need You,A record player starts up as Spencer turns the lights on in a room in the sorority house.,Pretty Little Liars • S4E59 Jul 20130
Kai-Brown,Moments Like This,Brendan advises Emily on schools as Spencer arrives.,Pretty Little Liars • S4E59 Jul 20130
November,The Grind,Aria phones Mike's phone but one of his teammates picks up instead.,Pretty Little Liars • S4E830 Jul 20130
Jules-Larson-and-AG,We Were Made To Be Broken,"Talia tells Emily her mom was asking for a cobbler recipe, then they agree to keep their relationship quiet.",Pretty Little Liars • S5E2017 Feb 20150
Jules-Larson-and-AG,Cruel World,Hanna thanks her mom for taking her out to smash plates.,Pretty Little Liars • S4E1621 Jan 20140
Jules-Larson-and-AG,Bend Into Break,Mona walks into the police station and says she wants to speak with a detective about a murder.,Pretty Little Liars • S4E830 Jul 20132
DA-and-The-Jones,Break My Heart,Jake makes sure Aria won't be alone that evening; Ezra keeps an eye on Aria as Maggie tells him she was offered a position at U Washington.,Pretty Little Liars • S4E96 Aug 20130
Anthony-Starble,We Need To Be Loved (Acoustic),"Performed at The Brew Open Mic Night as Emily offers Aria comfort food; Spencer tells the girls about seeing Shana, as Lieutenant Tanner arrives to take Emily down to the station.",Pretty Little Liars • S4E616 Jul 20130
Mikey-Wax,Walking On Air,"0:25Grant complains about losing the game he's playing with Taylor and Max, then suggests they get some food.",Finding Carter • S2E2023 Nov 20150
Mikey-Wax,In Case I Go Again,Zoe agrees to write a recommendation letter for Emily; Pam asks Emily to drop something off at the police station for her.,Pretty Little Liars • S4E830 Jul 20130
Tom-Jordan-ft-Katie-Herzig,Beautiful Moment,Aria & Spencer try to separate Shana & Jenna.,Pretty Little Liars • S4E96 Aug 20130
Nabiha,Animals,,Stitchers • S1E713 Jul 20150
Nabiha,Mind the Gap,"Aria tells Jake she completely forgot about Emily's party when she asked about his plans earlier, then comments on his date; Spencer texts Aria to keep Jenna from leaving the party; Emily & Paige head back into the party.",Pretty Little Liars • S4E96 Aug 20130
Coin,Better,0:22Carter takes Jared to see an abandoned warehouse and suggests they hold a rave.,Finding Carter • S2E1626 Oct 20150
Coin,Run,"0:24While on a school tour, Max gives Grant tips; Grant unexpectedly runs into Reagan.",Finding Carter • S2E1626 Oct 20150
Coin,It's Okay,Jenna convinces Shana to leave; Aria tells Jenna she must reveal if she knows anything about Alison's death.,Pretty Little Liars • S4E96 Aug 20130
Talk-Normal,In Every Dream Home A Heartache,Emily and Jessica check out a room in the basement where someone appears to have been living.,Pretty Little Liars • S4E1013 Aug 20130
Drew-Copeland,Which Way Did She Go,"At The Brew, Hanna confronts a guy she thinks is following her.",Pretty Little Liars • S4E1120 Aug 20130
Drew-Copeland,Prettiest Girl At The Dance,Aria apologizes to Ezra for ignoring him; Spencer tries to get the truck started.,Pretty Little Liars • S4E1120 Aug 20130
Drew-Copeland,Midnight Again,Spencer & Emily examine the coat;,Pretty Little Liars • S4E1120 Aug 20130
Lady-Danville-ft-Jessica-Freedman,Start Over Now,Aria runs into Ezra at The Brew; Jake gives Aria a pair of boots.,Pretty Little Liars • S4E1120 Aug 20130
Herbert-Happy-Lawson,Any Time,A plays a tune on the piano.,Pretty Little Liars • S4E96 Aug 20130
Chris-Arena,Slow Burn,0:24Murtaugh tracks down Cole at the Safari Inn.,Lethal Weapon • S3E124 Sep 20180
Chris-Arena,Slow Burn,0:07City overview; Lucifer asks Chloe is she has experience with emotionally fragile men.,Lucifer • S2E1828 May 20172
Chris-Arena,Closed Window,,Pretty Little Liars • S4E2311 Mar 20140
Chris-Arena,City Inside Me,Spencer imagines the scene that inspired Alison's diary entry.,Pretty Little Liars • S4E1728 Jan 20140
Chris-Arena,Train,Hanna & Caleb say goodbye.,Pretty Little Liars • S4E147 Jan 20140
Chris-Arena,Yes It Do,"Toby looks through a box of his mother's stuff, ignores Spencer's phone call then sees Shana at The Brew.",Pretty Little Liars • S4E1227 Aug 20130
Chris-Arena,Babyfish,"At The Brew, Toby finds an envelope with his name on it.",Pretty Little Liars • S4E1013 Aug 20130
Clay-Rigdon,A Song in There Somewhere,0:25Alice continues to tell Kate about her captivity and being a 'friend'.,Batwoman • S1E52 Nov 20190
Clay-Rigdon,A Song In There Somewhere,Toby gets a text from A as Spencer asks him to dance; Jake confronts Ezra.,Pretty Little Liars • S4E1120 Aug 20130
Morton-Harvey,I Didn't Raise My Boy To Be A Soldier,Hanna answers the phone while she's trapped in the phonebooth.,Pretty Little Liars • S4E1322 Oct 20130
