artist,song_title,use,show
Moloko,Sing It Back,1:43After Alva claims Remy's heart. Remy goes about cliaming all of Alva's artificial organs and body parts.,Repo Men19 Mar 20108
Moloko,Pure Pleasure Seeker,Castle's loft party.,Castle • S2E626 Oct 20090
Moloko,The Time Is Now,"Beginning of episode, during Meredith's voice over.",Grey's Anatomy • S3E228 Sep 20061
Moloko,Fun for Me,1:01Barbara Wilson steals a Harley from Wayne Manor and joins a motorcycle tournament.,Batman and Robin19 Jun 19970
Moloko,Fun for Me,,Batman and Robin19 Jun 19970
Moloko,Fun for Me,1:01Barbara Wilson steals a Harley from Wayne Manor and joins a motorcycle tournament.,Batman and Robin19 Jun 19970
Dave-Stewart,Christmas in LA,,You're Not You9 Oct 20140
Dave-Stewart,Love Lives,1:552nd song during end credits.,Repo Men19 Mar 20101
Pierre-Van-Dormael,Mr. Nobody,1:00Anna and Nemo try to prepare themselves for the parting. Anna asks Nemo to wait near the lighthouse every Sunday. 2nd scene: adult Nemo and Anna live in the same town but don't know about each other,Mr. Nobody29 Nov 20092
Pierre-Van-Dormael,Undercover,0:57Anna and Nemo promise each other to stay together forever,Mr. Nobody29 Nov 20091
Pierre-Van-Dormael,Theme Du Generique,,Mr. Nobody29 Nov 20091
The-Ruburns,Suburbia,,Bio-Dome11 Jan 19960
Gabriel-FaurA-C,Pavane Op. 50,,Mr. Nobody29 Nov 20090
Sivara-Umarova,ÐžÐ½ Ð±Ñ‹ Ð¼Ð¾Ð³ [On by mog] (tr. - He could have),1:07Lina sings it while Urban Monkeys steal the sword from the exhibition,Derzkie Dni29 Nov 20060
Sivara-Umarova,Ð Ð°ÑÑ‚Ð¾Ð¿Ð¸ ÑÑ‚Ð¾Ñ‚ Ð»ÐµÐ´ (tr. - Melt This Ice),0:25Lina rehearses this song on the Tortuga while Ignat practises parkour in the city,Derzkie Dni29 Nov 20060
Voda,Ð›ÐµÑ‚Ð½Ð¸Ð¹ Ð´ÐµÐ½ÑŒ [Letniy Den'] (tr. - Summer Day),0:15Lina and Ignat spend a wonderful day together,Derzkie Dni29 Nov 20060
Olga-Vasenina,Ð”Ð»Ñ Ñ‚ÐµÐ±Ñ [Dlya tebya] (tr. - For You),0:21Lina sings it in the club when the Captain first notices her,Derzkie Dni29 Nov 20060
Ruslan-Baltzer-and-Bonch-Bru-Bonch,Ð¯ Ð² Ð·Ð°Ð¶Ð¸Ð¼Ðµ [Ya v zazhime],1:03Ignat and Timur compete,Derzkie Dni29 Nov 20060
Lerika-Golubeva-and-Bonch-Bru-Bonch,Ð“Ð»Ð°Ð¼ÑƒÑ€Ð½Ñ‹Ð¹ Ñ€ÑÐ¿ (tr. - Glamorous Rap),0:18Timur and his gang perform in the club,Derzkie Dni29 Nov 20060
Bonch-Bru-Bonch,Ð’ Ð»Ð¸Ð´ÐµÑ€Ñ‹ (tr. - To The Leaders),"0:59Urban Monkeys examine the exhibition, then come to negotiate with the Black Cats (1:00)",Derzkie Dni29 Nov 20060
Bonch-Bru-Bonch,Ð–.Ðž.ÐŸ.Ð. (tr. - A.S.S.),0:50Ignat fights with Captain's gang,Derzkie Dni29 Nov 20060
Ozyab-and-Max-Brandt,ÐœÐ¾Ñ€ÑÐºÐ¾Ð¹ Ð»Ð°ÑƒÐ½Ð¶ (tr. - Sea Lounge),0:38Ignat grabs a water scooter to come to the Tortuga,Derzkie Dni29 Nov 20060
Ozyab-and-Max-Brandt,Ð¢ÐµÐ¼Ð° Ð‘Ð¾Ð»ÑŒÑˆÐ°ÐºÐ¾Ð²Ð¾Ð¹ (tr. - Bolshakova's Theme),,Derzkie Dni29 Nov 20060
Ozyab-and-Max-Brandt,Ð¢Ð°Ñ€Ñ‚ÑƒÐ³Ð° (tr. - Tortuga),0:01Opening titles,Derzkie Dni29 Nov 20060
Ozyab-and-Max-Brandt,Ð›ÑŽÐ±Ð¾Ð²Ð½Ð°Ñ Ñ‚ÐµÐ¼Ð° (tr. - Love Theme),1:25Happy ending,Derzkie Dni29 Nov 20060
Ozyab-and-Max-Brandt,Ð¢ÐµÐ¼Ð° ÐŸÐ¸Ñ€Ð°Ñ‚Ð° (tr. - Pirate Theme),1:12Captain's crew take Lina to see the Black Cats,Derzkie Dni29 Nov 20060
Ozyab-and-Max-Brandt,Ð‘Ð¾Ð´Ñ€Ñ‹Ðµ Ð±Ð°Ñ€Ð°Ð±Ð°Ð½Ñ‹ (tr. - Brisk Drums),,Derzkie Dni29 Nov 20060
Ozyab-and-Max-Brandt,Ð˜ ÑÐ½Ð¾Ð²Ð° Ð±Ð¾Ð´Ñ€Ñ‹Ðµ Ð±Ð°Ñ€Ð°Ð±Ð°Ð½Ñ‹ (tr. - Brisk Drums Again),,Derzkie Dni29 Nov 20060
Ozyab-and-Lerika-Golubeva,ÐœÐ¾Ñ€Ðµ-Ð¿ÐµÑÐ¾Ðº [More-pesok] (tr. Sea-sand),,Derzkie Dni29 Nov 20060
Meiko,Perfect Fit,,Bull • S1E136 Feb 20170
Meiko,You're Mine (The Chase),Elena & Damon kiss; Caroline & Stefan talk in bed; Damon & Elena's make-out session is interrupted by Bonnie's arrival.,The Vampire Diaries • S6E1718 Mar 20158
Meiko,Bad Things,0:15Caroline and Tyler are at the ball talking when Stefan comes in.,The Vampire Diaries • S5E530 Oct 20130
Meiko,Bad Things,The girls find out about Mona's confession and head down to the police station.,Pretty Little Liars • S4E830 Jul 20131
Meiko,Under My Bed,,The Vampire Diaries • S2E322 Sep 20101
Meiko,Heard It All Before,Aria & the girls discuss A's letter about the affair.,Pretty Little Liars • S1E56 Jul 20102
Meiko,Piano Song,0:09First song during opening TiMER credits. Song plays as people are holding hands.,TiMER14 May 20100
Meiko,Hiding,Jessi comments on Kyle's physique.,Kyle XY • S3E1016 Mar 20090
Meiko,Reasons To Love You,Kyle &amp; Jessi fall asleep together.,Kyle XY • S3E82 Mar 20090
Meiko,Under My Bed,Ethan tells Annie why he freaked out.,90210 • S1E1312 Jan 20090
Meiko,Hawaii,Mia apologizes to Peyton; Nate arrives for basketball practice.,One Tree Hill • S6E135 Jan 20090
Meiko,Boys With Girlfriends,Missing interns.,Grey's Anatomy • S5E94 Dec 20081
Meiko,Under My Bed,Megan confronts Rose over her English mark.,Privileged • S1E1017 Nov 20080
Meiko,Boys With Girlfriends,Justin visits Audrina by the pool.,The Hills • S4E1013 Oct 20080
Meiko,Said & Done,Brooke visits with Haley; Mick tells Peyton about her parents.,One Tree Hill • S6E422 Sep 20080
Meiko,Heard It All Before,Kyle &amp; Amanda get ready for bed.,Kyle XY • S2E174 Feb 20080
Meiko,Sleep,Cherish is reunited with her parents; Maureen confronts Beth about not filming the reunion; Beth follows Mick to the parking lot &amp; kisses him goodbye.,Moonlight • S1E526 Oct 20071
Meiko,Hawaii,The Chief talks with Camille; Izzie apologizes to Callie.,Grey's Anatomy • S4E418 Oct 20071
Meiko,Reasons To Love You,Lexie & George compare their problems.,Grey's Anatomy • S4E127 Sep 20073
The-Henry-Clay-People,Elly vs the Eczema Princess,0:28Song plays after Oona's boring date. She talks to Steph in the bar as the band play this live.,TiMER14 May 20100
The-Henry-Clay-People,The Untitled Communist Song,"0:29Second song the band plays in the bar, they call it, 'Mum, Can I Call You Back? I have to bury the body.'",TiMER14 May 20100
The-Henry-Clay-People,Children Of Chin,Dan asks Vanessa advice about Jenny.,Gossip Girl • S2E93 Nov 20080
Foreign-Born,Into Your Dream,0:37Jesse walks into school on the day he is meant to meet his soul mate.,TiMER14 May 20100
Foreign-Born,Blood Oranges,Julian & Victoria chat about Brooke; Miranda defends Haley against a reporter; Alex gets revenge on model McKenna for dissing Millie.,One Tree Hill • S7E45 Oct 20090
Foreign-Born,Into Your Dream,The band plays this live.,Chuck • S1E124 Sep 20071
Let-s-Go-Sailing,Better Off,0:49Playing in the background as Oona puts make up on in the mirror. Steph asks her if she's going to the bar tonight.,TiMER14 May 20100
Let-s-Go-Sailing,Sideways,"0:14Song when Tommy takes Beth on a blindfolded date after her trip gets cancelled to a Tuscany house in Manhattan.
",The Good Guy26 Apr 20090
Let-s-Go-Sailing,This Rope Is Long,The interns cram for their exams; Callie finds out the George was offered the spot at Mercy West.,Grey's Anatomy • S3E249 May 20071
Let-s-Go-Sailing,Better Off,Ava overhears Addison & Callie discussing their relationships.,Grey's Anatomy • S3E2126 Apr 20071
Let-s-Go-Sailing,All I Want From You Is Love,Surgery montage.,Grey's Anatomy • S3E1922 Mar 20071
Let-s-Go-Sailing,Sideways,Cristina tells Burke what kind of wedding she wants; end montage.,Grey's Anatomy • S3E1922 Mar 20071
Let-s-Go-Sailing,All I Want From You Is Love,Dan &amp; Deb talk.,One Tree Hill • S2E412 Oct 20041
The-Rosebuds,"I Hear (Click, Click, Click)",0:13The gang celebrate Christmas with Christopher; Frank arrives and tells Laurel that Gabriel will be joining them.,How to Get Away With Murder • S5E1313 Feb 20190
The-Rosebuds,Give Me a Reason,"0:08Joe keeps an eye on Beck's text messages while picking out an outfit, then confirms his date with Beck.",YOU • S1E215 Sep 20181
The-Rosebuds,Oh It's Christmas,0:12Toni tells Jughead about the Serpents' charity works; FP refuses to let Jughead come with him on a job for Snakecharmer.,Riverdale • S2E912 Dec 20171
The-Rosebuds,"I Hear (Click, Click, Click)",0:05Kara and Alex's Christmas party; Kara offers up eggnog; James and Lena chat over drinks; J'onn insists Winn play a specific song for his father.,Supergirl • S3E93 Dec 20170
The-Rosebuds,When the Lights Went Dim,0:51J rides his bike to the boardwalk after he attacks the drug dealer. ,Animal Kingdom • S1E113 Jun 20160
The-Rosebuds,"I Hear (Click, Click, Click)",0:54Alice and Robin arrive at Josh's christmas party.,How To Be Single11 Feb 20160
The-Rosebuds,What Can I Do?,,The Choice4 Feb 20160
The-Rosebuds,Christmas Dan,"0:02Iris meets Joe at Jitters and shows him The Flash action figure she bought, then gives him a suggestion on what to give to Barry.",The Flash • S2E97 Dec 20151
The-Rosebuds,"I Hear (Click, Click, Click)","Barry & Joe decorate their tree as Iris brings them cocoa; Joe gets called into work, then Barry & Iris exchange gifts; Eddie joins them.",The Flash • S1E99 Dec 20142
The-Rosebuds,Whisper,Freya confronts Killian about what Dash told her.,Witches Of East End • S1E320 Oct 20130
The-Rosebuds,When the Lights Went Dim,,Shameless • S2E54 Feb 20120
The-Rosebuds,Life Like,,Shameless • S2E54 Feb 20120
The-Rosebuds,You Better Get Ready,,Shameless • S1E826 Feb 20110
The-Rosebuds,Hello Darlin,,Shameless • S1E215 Jan 20110
The-Rosebuds,Oh It's Christmas,The gang have Chistmas dinner together; Serena invites Dan on a roadtrip to track down the judge who was involved with Ben's case; Blair warns Chuck against going to Jack for help with the company.,Gossip Girl • S4E116 Dec 20100
The-Rosebuds,Wildcat,0:51Background song at the bar while Dan is talking to Steph. Dan tells Steph that he was married.,TiMER14 May 20100
The-Rosebuds,"I Hear (Click, Click, Click)",Jenny shows off her new bag to her minions.,Gossip Girl • S3E127 Dec 20090
The-Rosebuds,You Better Get Ready,"Olivia, Joe, Erin & the Accessories staff have a meeting.",The City • S1E155 Oct 20090
The-Rosebuds,What Can I Do?,The students do famous impressions.,One Tree Hill • S4E137 Feb 20070
Track-Star,Lifestyles...,0:50Playing at the bar when Dan the Man walks in and see's Steph.,TiMER14 May 20100
Patricia-C-Beacon,My Sherine,,TiMER14 May 20100
Miguel-Castro,Vuelve Otra Vez,,TiMER14 May 20100
Geoff-Aymar,Fiesta,1:22Piano background music playing at the surprise party.,TiMER14 May 20100
Geoff-Aymar,Sweet Yesterday's,1:25Piano background music playing at the surprise party.,TiMER14 May 20100
Alexander-Talmon,Trio in Rio,,TiMER14 May 20100
3OH-3-ft-Katy-Perry,Starstrukk ,0:01At the start of Beth's show at the Guggenheim museum party at the beginning of the movie. ,When in Rome28 Jan 20100
Jani-Lane,Photograph,,Insatiable • S2E810 Oct 20190
Jani-Lane,Cherry Pie ,0:11Nicks ringtone as he walks into the church. Lyrics are 'she's my cherry pie',When in Rome28 Jan 20100
Tina-Parol,Hold onto Your Heart ,0:29When Beth goes jogging and an Italian painter chases after her. ,When in Rome28 Jan 20100
Tina-Parol,Who's Got Your Money,"Ella & Lauren talk about the new landlady, Jane.",Melrose Place • S1E429 Sep 20090
Tina-Parol,Who's Got Your Money,Erin gives Olivia an assignment.,The City • S1E1428 Sep 20090
Jason-Damato,Floating Down a River,0:49Beth and Nick go on their date without the sense of sight.,When in Rome28 Jan 20100
Matchbox-20,How Far We've Come,1:06Beth is driven to the museum in the little yellow car by all her admirers. ,When in Rome28 Jan 20100
Sofi-Bonde,Win Someday,Naomi is told she now has access to her trust fund.,90210 • S3E219 Sep 20100
Sofi-Bonde,Fallout,Joan and Arthur talk at dinner.,Covert Affairs • S1E220 Jul 20100
Sofi-Bonde,Heart Bling,1:26Second song during end credits.,When in Rome28 Jan 20100
Sofi-Bonde,Fallout,0:24@ 24:30 Stefan and Caroline talk. Elena and Damon talk about the Battle of Willow Creek.,The Vampire Diaries • S1E430 Sep 20097
Sofi-Bonde,Nobody,Justin &amp; Kristin enjoy each other's company.,The Hills • S5E1229 Sep 20090
Sofi-Bonde,LA,Auggie reccomends the Violet apply for a job at Coal.,Melrose Place • S1E215 Sep 20090
Sofi-Bonde,Slowly,Lauren finds out her father was laid off.,Melrose Place • S1E18 Sep 20090
Sofi-Bonde,See Through,Naomi daydreams of Jason.,90210 • S2E17 Sep 20090
Sofi-Bonde,Heart Bling,Heidi looks at wedding dresses.,The Hills • S5E925 May 20090
Sofi-Bonde,Shades Of Gray,Whitney & Jay talk about Danielle.,The City • S1E1022 Feb 20090
