artist,song_title,use,show
Darell-Wayne-Perry-and-Tommy-Smith,My Ring Or My Name,0:51Moises and Adela spots Sam and Tracker at the bottom of the desert.,Desierto13 Oct 20160
Darell-Wayne-Perry-and-Jerry-Marcum,Cowboy's Heart,0:20Sam stops his car in the middle of the desert and looks for the migrant workers.,Desierto13 Oct 20160
Colyer,Enough,"0:21Ben talks to Xan about Ryn and possibly saving his mother's life, then admits that Nicole is involved in the research.",Siren • S2E1019 Jun 20190
Colyer,Out For You,"0:31Nicole finishes telling Wynonna and Jonas a story; Jonas tells Wynonna he likes her, even if she's there to kill him.",Wynonna Earp • S2E720 Jul 20170
Brain-Mismatch, Brain Mismatch,Trailer,"Batman: The Dark Knight Returns, Part 229 Jan 20130"
Alberto-Rosende,Michelangelo,0:40Jace finds Simon singing on the street for money; (repeats) [00:59] Simon preforms at the Hunter's Moon when a woman (Lilith) approaches him and asks him to get her a drink she then takes him leaving to pour her potion into his drink.,Shadowhunters • S3E516 Apr 20180
Alberto-Rosende,Nightshade,0:26Simon performs a song for the faeries.,Shadowhunters • S3E119 Mar 20185
Alberto-Rosende,Royal Blue,0:38Simon works on a new song as Maia drops by the boat shed.,Shadowhunters • S2E1723 Jul 20171
Alberto-Rosende,Fragile World,"0:39Simon performs a song at the Hunter's Moon; Jace removes the tracking chip from Maia; Alec and Magnus exchange 'I love you's; Jace apologizes to Maia, then she challenges him to prove he's not in love with Clary.",Shadowhunters • S2E1318 Jun 20175
Mikis-Michaelides,Get That Snitch,,Attack the Block11 Mar 20110
Steven-Price-Felix-Buxton-and-Simon-Ratcliffe,The Block,,Attack the Block11 Mar 20110
Steven-Price-Felix-Buxton-and-Simon-Ratcliffe,Moses Vs the Monsters,,Attack the Block11 Mar 20110
Steven-Price-Felix-Buxton-and-Simon-Ratcliffe,Tooling Up,,Attack the Block11 Mar 20110
Steven-Price-Felix-Buxton-and-Simon-Ratcliffe,Rooftops,,Attack the Block11 Mar 20110
Spectre-Folk,Sat Around for Peace (This Time),0:10The band are having a good time in the van.,Green Room14 Apr 20161
James-Fortune-and-FIYA,Dear Mirror (feat. Isaac Carree),,Ballers • S3E122 Jul 20170
Tye-Tribbett,Work It Out,,Ballers • S3E122 Jul 20170
NxWorries,Scared Money,,Insecure • S2E122 Jul 20171
smiles-davis,Take It Slow (feat. Jck. & Grace Kelly),,Insecure • S3E829 Sep 20180
smiles-davis,Morning Blues (feat. Bosco & Tola),,Insecure • S2E122 Jul 20171
SZA-and-Justin-Timberlake,The Other Side,,Trolls World Tour25 Mar 20200
SZA-and-Justin-Timberlake,The Other Side,,Trolls World Tour25 Mar 20200
SZA-and-Justin-Timberlake,Pretty Little Birds (feat. Isaiah Rashad),1:40Emily gradually breaks out of her shell and enjoys various activities such as kayaking with Luke.,Waves14 Nov 20190
SZA-and-Justin-Timberlake,Pretty Little Birds (feat. Isaiah Rashad),,Waves14 Nov 20190
SZA-and-Justin-Timberlake,Broken Clocks,,Power • S5E108 Sep 20180
SZA-and-Justin-Timberlake,Quicksand,,Insecure • S2E89 Sep 20174
SZA-and-Justin-Timberlake,Supermodel,,Insecure • S2E229 Jul 20174
SZA-and-Justin-Timberlake,Love Galore (feat. Travis Scott),,Insecure • S2E122 Jul 20171
Leikeli47,Tic Boom,"0:48Mia, Dinah and Laurel take on Trevor and his guys after rescuing Bianca.",Arrow • S8E920 Jan 20200
Leikeli47,Money,,Dare Me • S1E24 Jan 20201
Leikeli47,Attitude,,Empire • S6E414 Oct 20190
Leikeli47,Attitude,motherfuckin homework,Booksmart23 May 20190
Leikeli47,Money,gigi & jared intro,Booksmart23 May 20191
Leikeli47,Money,,Little11 Apr 20190
Leikeli47,Money,,High Maintenance • S3E516 Feb 20190
Leikeli47,Girl Blunt,Montage as people dance on drugs at the concert.,Insecure • S3E58 Sep 20180
Leikeli47,Chain Gang,,Uncle Drew28 Jun 20181
Leikeli47,Chain Gang,,Uncle Drew28 Jun 20181
Leikeli47,C&C,,This is Us • S2E175 Mar 20181
Leikeli47,Money,,Star • S2E912 Dec 20173
Leikeli47,Who's That,,Insecure • S2E72 Sep 20170
Leikeli47,Money,,Insecure • S2E519 Aug 20170
Leikeli47,Attitude,,Insecure • S2E122 Jul 20170
Cardi-B-Bad-Bunny-and-J-Balvin,I Like It,,Nobody's Fool1 Nov 20180
Cardi-B-Bad-Bunny-and-J-Balvin,Bodak Yellow,Ralph-Angel goes to a motel that doubles as a whore house and drug den looking for Darla.,Queen Sugar • S2E1614 Nov 20170
Cardi-B-Bad-Bunny-and-J-Balvin,Bodak Yellow,"Star approaches Noah with a bottle of champagne and asks him to work them; Noah hits on Star and Noah; a guy hits on Cotton and Dallas so Dallas intimidates him by using her ""man"" voice to scare him off.",Star • S2E126 Sep 20175
OverDoz,Manifesto,when Issa and Nathan take a walk in L.A,Insecure • S3E41 Sep 20182
OverDoz,Last Kiss,,Insecure • S2E122 Jul 20170
Playboi-Carti,Magnolia,,Insecure • S2E122 Jul 20171
Playboi-Carti,Dothatshit!,,Insecure • S2E122 Jul 20171
Shy-Glizzy-and-Young-Jeezy,Gangsta Shit,,Insecure • S2E122 Jul 20171
