artist,song_title,use,show
Dusty-Springfield,Girls It Ain't Easy,1:22A jackrabbit appears as Crystal gets up from the floor. She takes Athena's dog and leaves the house.,The Hunt12 Mar 20200
Dusty-Springfield,Wishin' and Hopin',,Sex Education • S2E816 Jan 20200
Dusty-Springfield,Spooky,0:23Maddie and Chimney run into Tara and Vincent at the mall; Chimney confronts Maddie on lying to Tara about who she is.,9-1-1 • S3E627 Oct 20190
Dusty-Springfield,I Can't Make It Alone,,The Deuce • S3E429 Sep 20190
Dusty-Springfield,No Easy Way Down,,The Deuce • S3E429 Sep 20190
Dusty-Springfield,The Look of Love,0:53Esme paints flowers on the flat wall when she hears the door opening; Alfred walks to the flat.,Pennyworth • S1E417 Aug 20190
Dusty-Springfield,Am I the Same Girl? (Remastered Version),"0:14Peggy complains about Bet blaring music, which leads to a physical altercation.",Pennyworth • S1E417 Aug 20190
Dusty-Springfield,Twenty-Four Hours From Tulsa,0:50End credits.,Castle Rock • S1E1011 Sep 20180
Dusty-Springfield,Spooky,0:13Scott wakes up in Hope’s car.,Ant-Man and the Wasp5 Jul 20181
Dusty-Springfield,I Only Want to Be With You,,Set It Up14 Jun 20180
Dusty-Springfield,No Easy Way Down,0:37In the car outside of Alex’s house,Alex Strangelove7 Jun 20180
Dusty-Springfield,The Look of Love,0:02Rachel Kauffmann goes into her reverie where she's a secret agent.,Reverie • S1E25 Jun 20180
Dusty-Springfield,Anyone Who Had a Heart,'She's All You Can Think About' trailer.,Siren • S1E128 Mar 20180
Dusty-Springfield,Spooky,0:14The truckdriver tells Jughead the rumors about the Riverdale Reaper.,Riverdale • S2E728 Nov 20171
Dusty-Springfield,Spooky,1:02Melanie kisses Cole at the bathroom.,The Babysitter13 Oct 20171
Dusty-Springfield,Haunted (LP Version),Song in Penny Lane when Rudy & Vincent head inside to check it out.,The Deuce • S1E216 Sep 20170
Dusty-Springfield,The Windmills of Your Mind,,The Grand Tour • S1E515 Dec 20160
Dusty-Springfield,Son of a Preacher Man,0:27Diamondback tells Damon how his rivalry with Luke started.,Luke Cage • S1E1129 Sep 20161
Dusty-Springfield,You Don't Have to Say You Love Me,,Mr. Robot • S2E319 Jul 20164
