artist,song_title,use,show
Jay-Duplass-Gaby-Hoffmann-Amy-Landecker-Erik-Liberman-Jo-Lampert-Shakina-Nayfack-and-Judith-Light,Where Have You Been?,,Transparent • S5E126 Sep 20190
Kathryn-Hahn-and-Jay-Duplass,Sit In It,,Transparent • S5E126 Sep 20190
Kathryn-Hahn-and-Jay-Duplass,Crazy People,,Transparent • S5E126 Sep 20190
Judith-Light-Shakina-Nayfack-and-Transparent-Ensemble,Your Boundary Is My Trigger,,Transparent • S5E126 Sep 20190
Judith-Light-Shakina-Nayfack-and-Transparent-Ensemble,Joyocaust,,Transparent • S5E126 Sep 20190
Gaby-Hoffmann-and-Jo-Lampert,Father's House,,Transparent • S5E126 Sep 20190
Shakina-Nayfack-and-Judith-Light,Your Shoes,,Transparent • S5E126 Sep 20190
Fear-The-Walking-Dead-CAST,End Of The Line,0:52Grace and Daniel sing during the wedding.,Fear the Walking Dead • S5E1628 Sep 20190
FEATHERED-SUN,"Bulbo (feat. Christopher Schwarzwälder, Nu, Raz Ohara)",0:01North Dakota - A pair of Grail members take over a missile silo; nine minutes to the apocalypse; Cassidy encourages Humperdoo before he's send on stage.,Preacher • S4E1028 Sep 20190
3-Day-Monks,Trouble On My Mind,1:09Herr Starr continues playing golf.,Preacher • S4E1028 Sep 20190
Manuok,Count on Us,,Spring19 Mar 20150
Manuok,Serves You Right,,Spring19 Mar 20150
Manuok,happy cause,,Spring19 Mar 20150
Manuok,Nc,,Spring19 Mar 20150
Manuok,Warship,,Spring19 Mar 20150
Y-Dollarz,Fill My Glass,,Spring19 Mar 20150
Y-Dollarz,"""Throw Yo Hands Up",,Spring19 Mar 20150
Andrew-Shaw,Leave It Alone,,Spring19 Mar 20150
Ill-Move-Sporadic,Drastic Blows (feat. Theme),,Spring19 Mar 20150
Alba,Non è da stupidi stupirsi,,Spring19 Mar 20150
Alba,Amato Rivale,,Spring19 Mar 20150
f3tto,Alright Cmon,,Spring19 Mar 20150
Davide-Briolotta-Sace,Abisso,,Spring19 Mar 20150
Zaia,WASTE MY TIME,,Insecure • S4E218 Apr 20200
Zaia,WASTE MY TIME,,Ballers • S5E628 Sep 20190
St-Panther,"Infrastructure (from Insecure: Music From The HBO Original Series, Season 4)",,Insecure • S4E111 Apr 20200
St-Panther,Playa,,Ballers • S5E628 Sep 20190
TOBi-and-Clayjay,Ride,,Ballers • S5E628 Sep 20190
Pa-Salieu,Dem a Lie,,Ballers • S5E628 Sep 20190
John-Pearson,Broken Bones of My Soul (feat. Chase Perryman),,The Rookie • S2E128 Sep 20190
So-Loki,Push It to the Limit,,The Rookie • S2E128 Sep 20190
deM-atlaS,Gratitude,,The Rookie • S2E128 Sep 20191
The-Advancement,Stone Folk,1:01The guys start their trip down to Mexico.,Lodge 49 • S2E829 Sep 20190
Dresden-State-Opera-Chorus-Sinfoniechor-Dresden-Dresden-Singakademie-Staatskapelle-Dresden-and-Sir-Colin-Davis,"Grande messe des morts, Op. 5, H 75, ""Requiem"": Rex tremendae",,The Righteous Gemstones • S1E728 Sep 20190
Sutton-Foster-and-Vince-Giordano-and-The-Nighthawks,I Enjoy Being a Girl,,The Marvelous Mrs. Maisel • S1E528 Nov 20170
Robert-Preston,Ya Got Trouble,,The Marvelous Mrs. Maisel • S1E528 Nov 20170
Juliette-Greco,Coin de rue,,The Marvelous Mrs. Maisel • S2E24 Dec 20180
Louis-Prima,"Five Months, Two Weeks, Two Days (Remastered)",,The Marvelous Mrs. Maisel • S2E54 Dec 20180
Louis-Prima,"Jump, Jive, An' Wail",,The Marvelous Mrs. Maisel • S2E94 Dec 20180
Louis-Prima,Buona Sera,,Sandy Wexler13 Apr 20171
Louis-Prima,Pennies from Heaven,,Sing20 Dec 20161
Louis-Prima,Just a Gigolo / I Ain't Got Nobody,"0:31Edward cooks when Ms Kringle arrives, surprised that the address he gave her for Chez Moi is his personal residence, she tells him to call her by first name, Kristen, as he invites her in.",Gotham • S2E412 Oct 20150
Deborah-Kerr-Marni-Nixon-and-Yul-Brynner,Shall We Dance?,,The Marvelous Mrs. Maisel • S2E104 Dec 20180
The-Roar-of-the-Greasepaint-The-Smell-of-the-Crowd-Ensemble-and-Anthony-Newley,It Isn't Enough,,The Marvelous Mrs. Maisel • S1E528 Nov 20170
The-Roar-of-the-Greasepaint-The-Smell-of-the-Crowd-Ensemble-and-Anthony-Newley,A Wonderful Day Like Today,0:05Midge celebrates and heads back to her apartment.,The Marvelous Mrs. Maisel • S1E116 Mar 20170
Jimmie-Lunceford,The Best Things In Life Are Free,0:16Tiago follows the sound of music to where Sister Molly is being introduced to an audience.,Penny Dreadful: City of Angels • S1E22 May 20201
