artist,song_title,use,show
BANTU,Listen Attentively (feat. Ayuba),,Shrill • S2E523 Jan 20200
JJ-STAR,Dey Celebrate (feat. Maye Hunta),,Shrill • S2E523 Jan 20200
Big-Wild,6's to 9's (feat. Rationale),,Shrill • S2E523 Jan 20200
Kelikume,Club Jyration,,Shrill • S2E523 Jan 20200
Wilsn,Fight Like a Girl,,Shrill • S2E623 Jan 20200
Mulatu-Astatke-and-The-Heliocentrics,Cha Cha,0:40Lala reviews the video that Devonte made at The Ultimate O and identifies Lady Eve.,Black Lightning • S3E1126 Jan 20200
Jen-Cloher,Forgot Myself,,Shrill • S1E114 Mar 20190
Marissa-Detlor,Under My Skin,,Shrill • S1E414 Mar 20190
Jay-Som,"O.K., Meet Me Underwater",,Shrill • S1E414 Mar 20190
Atomic-Drum-Assembly,We out Here,,Kipo and the Age of Wonderbeasts • S1E113 Jan 20200
Nathan-Williams,Reaching Higher,,Kipo and the Age of Wonderbeasts • S1E213 Jan 20200
Yvonne-Devaney,I've Cried Too Many Times,,Kipo and the Age of Wonderbeasts • S1E513 Jan 20200
Dope-Saint-Jude,Didn't Come to Play,,Kipo and the Age of Wonderbeasts • S1E513 Jan 20200
Dope-Saint-Jude,Grrrl Like,,Kipo and the Age of Wonderbeasts • S1E513 Jan 20200
Brian-Dawe-and-Buza,Bounce Like This (feat. Sissy Nobby),,Kipo and the Age of Wonderbeasts • S1E713 Jan 20200
Keeley,Pumping Us Into Heroes,,Kipo and the Age of Wonderbeasts • S1E813 Jan 20200
Hydraulix-and-Oski,Nothing Can Stop Me,,Kipo and the Age of Wonderbeasts • S1E913 Jan 20200
Inigo-Montoya,Magie noire,The mute surround Kipo and her friends. Jamack becomes their unlikely saviour and tricks the mutes with a mega bunny attack ,Kipo and the Age of Wonderbeasts • S1E913 Jan 20200
Tim-Lynch-Johnny-Ghost,KOTD,,Kipo and the Age of Wonderbeasts • S1E1013 Jan 20200
C4-Daniel-Ellsworth,Give It My All,,Kipo and the Age of Wonderbeasts • S1E1013 Jan 20200
Me-and-My-Friends,Leave My Bones,,Better Things • S3E101 May 20190
Ethan-Okamura,Lower Than Low,,Better Things • S3E101 May 20190
Du-Blonde,Isn't It Wild,,Better Things • S3E101 May 20190
Lew-Morrison,Swing Tales,,Better Things • S3E101 May 20190
Ora-Cogan,You're Gonna Leave Me,,Better Things • S3E118 May 20190
Toy-Connor,Walk,,Better Things • S3E1215 May 20190
Bowling-for-Soup,Today Is Gonna Be a Great Day,,Better Things • S3E1215 May 20190
Vasco-Rossi,Albachiara,,Better Things • S3E1215 May 20190
Jack-Cassidy,Weight of Your Love,"0:41Jo says goodbye to the baby and hands him over to social services, then talks with Link about Safe Haven and his pending fatherhood.",Grey's Anatomy • S16E1022 Jan 20200
Johnnie-and-Joe,Why Do You Hurt Me So,"0:16While picking up food at Pop's, Fangs attempts to apologize to Kevin for what happened with the Farm.",Riverdale • S4E1128 Jan 20200
Deviny-James,Little Girl,0:59Flashforward to Betty tells Archie she doesn't know how she can go on without Jughead.,Riverdale • S4E1128 Jan 20200
Kat-May,The Lake,"0:01Davia attempts to read a book Malika gave to her; at work Maiika goes over the news she been given about her state of affairs; at the floor of work, Mariana tells Raj that if she doesn't admit it was her who sent out the pay notes Kendra will fire everyone; Callie tells Jamie she's going to move back in with Mariana.",Good Trouble • S2E1328 Jan 20200
DREAMAWAY,Love Let It Go ,"0:05(Flashback) Over wine, Callie asks Jamie want he does for Anwei International, they then discuss the housing shortage in L.A., how he as to disclose the conflict of interest to Marcus, and if one them should take themselves off of the account at their firms. ",Good Trouble • S2E1328 Jan 20200
Randall-and-Davis-Mallory,Sun and Moon,0:21Sumi arrives at the bar in an attempt run into Lindsey on to find Alice with Meera.,Good Trouble • S2E1328 Jan 20200
Las-Rosas,5000 Hits,"0:26Callie flashback to her conversation with Jamie then gets a text from Malika asking to buy her a drink; Gael arrives at Isabella's apartment, she flirts with him before stripping.",Good Trouble • S2E1328 Jan 20200
Giovanny-Ayala,Desconocidos,0:29Alice and Sumi discuss boundaries when it comes to dating exes and each others friends.,Good Trouble • S2E1328 Jan 20200
Bagsy,Doin' Me,"0:30Malika and Callie discuss Callie and Jamie's siutation, Mariana loneliness then Callie gives Malika advise on her legal situtation.",Good Trouble • S2E1328 Jan 20200
Angel-Davanport,Party Comet,0:32Malika and Dom dance the problems away from embracing in a hug.,Good Trouble • S2E1328 Jan 20200
Walking-On-Cars,Monster,The Stranger theme song.,The Stranger • S1E129 Jan 20200
Lex-Junior,Spotlight (feat. Carmen),0:01Meredith and Cristina text about the gift that Cristina sent her in the form of Dr. Cormac Hayes; Amelia asks Meredith about Maggie and how's she's doing; Cormac offers to tie Amelia's shoes then offers to get Meredith coffee; Amelia and Meredith advises Cormac on where to find good coffee; Amelia comments on how good Meredith's gift is.,Grey's Anatomy • S16E1129 Jan 20200
Lady-Bri,Do What I Do,,Cherish the Day • S1E823 Mar 20200
Lady-Bri,This Will Be the Day,"0:46Patience finds Coop searching her room for her gun, then admits to dumping the gun in the river.",All American • S2E1423 Feb 20200
Lady-Bri,"Good, Good Day",0:01The crew bicker with a guy off the B Crew; Ben calls the group up to see the news.,Station 19 • S3E229 Jan 20200
Texada,Hope,0:42Bailey and Andrew update Suzanne's family on her condition.,Grey's Anatomy • S16E1129 Jan 20200
Hayden-Everett,All Else,"0:01Richard, Catherine and Maggie fly back to Seattle in silence; Ben urges Jackson to head home; Bailey, Meredith and Amelia collect information on Richard's condition.",Grey's Anatomy • S16E201 Apr 20200
Hayden-Everett,Loud,0:56Link tells Amelia he deserves to know whether he's the father of her baby; Meredith asks Andrew to walk her through Suzanne's case; Bailey lights a candle for her lost daughter; Richard tells Catherine their relationship won't work without trust.,Grey's Anatomy • S16E1129 Jan 20200
Anna-Akana,Everything's Gotta Change,0:54Dakota records with Eddie; Maggie informs Regina that she's leavng then reveals to that she wish the wine had been from Gary; Gary sits at home drinking wine; Delilah watches as Sophie and Jake joke around; Regina has a deep conversation with Eve. ,A Million Little Things • S2E1526 Feb 20200
Anna-Akana,Alone Together,0:34Eddie listens to Dakota's track then tells Katherine that Trevor didn't sign him but wants him to look after Dakota instead.,A Million Little Things • S2E1129 Jan 20200
Anna-Akana,Need You Now,"0:52Rome and Regina watch Sophie eat dinner; Delilah listens to the silence in the house after Charlie goes down to sleep; Delilah receives a picture of Sophie from Rome and Regina; Katherine, Eddie and Theo watch a video of Dakota singing; Maggie sends the final part of her work to Randy; Gary throws out his running shows and marathon tag then finds the 'I'm in' post-it from Maggie; Maggie texts Eric; Regina and Rome finish their video for the potential baby's birth parent(s).  ",A Million Little Things • S2E1129 Jan 20200
Sofia-Reyes,You,,The Bold Type • S4E229 Jan 20200
REYNA,The Way I Loved You,,The Bold Type • S4E229 Jan 20200
Kallico,Get It,,The Bold Type • S4E918 Mar 20200
Kallico,Fancy,,The Bold Type • S4E229 Jan 20200
Sofia-Reyes,Brave ,,The Bold Type • S4E229 Jan 20200
Gibbz,Get You Some,0:26MG final comes clean to Alyssa why he's hanging out with her.,Legacies • S2E1129 Jan 20200
Bullet-for-My-Valentine,All These Things I Hate (Revolve Around Me),oficial soundtrack cd,Never Back Down13 Mar 20080
Motor-Sales,Come And Get Your Love,"0:01A Cupid hits various town residents with his arrows, resulting in instant love, then arrives at the Salvatore School.",Legacies • S2E1129 Jan 20201
