X,Y,,
57,61,,
57,60,,
57,59,,
57,58,,
57,49,,
57,50,,
57,51,,
57,39,,
57,40,,
57,41,,
58,71,,
58,70,,
58,69,,
58,68,,
58,67,,
58,66,,
58,65,,
58,64,,
58,63,,
58,62,,
58,61,,
58,60,,
58,59,,
58,58,,
58,49,,
58,50,,
58,51,,
58,39,,
58,40,,
58,41,,
59,71,,
59,70,,
59,69,,
59,68,,
59,67,,
59,66,,
59,65,,
59,64,,
59,63,,
59,62,,
59,61,,
59,60,,
59,59,,
59,58,,
59,49,,
59,50,,
59,51,,
59,39,,
59,40,,
59,41,,
60,71,,
60,70,,
60,69,,
60,68,,
60,67,,
60,66,,
60,65,,
60,64,,
60,63,,
60,62,,
60,61,,
60,60,,
60,59,,
60,58,,
60,49,,
60,50,,
60,51,,
60,39,,
60,40,,
60,41,,
61,71,,
61,70,,
61,69,,
61,68,,
61,67,,
61,66,,
61,65,,
61,64,,
61,63,,
61,62,,
61,61,,
61,60,,
61,59,,
61,58,,
61,49,,
61,50,,
61,51,,
61,39,,
61,40,,
61,41,,
65,70,,
65,69,,
65,68,,
65,67,,
65,66,,
65,65,,
65,64,,
65,63,,
65,62,,
65,61,,
65,60,,
65,59,,
65,58,,
65,57,,
65,56,,
65,55,,
65,54,,
65,53,,
65,52,,
65,51,,
65,50,,
65,49,,
65,48,,
65,47,,
65,46,,
65,45,,
65,44,,
65,43,,
65,42,,
65,41,,
65,40,,
66,71,o,
66,70,,
66,69,,
66,68,,
66,67,,
66,66,,
66,65,,
66,64,,
66,63,,
66,62,,
66,61,,
66,60,,
66,59,,
66,58,,
66,57,,
66,56,,
66,55,,
66,54,,
66,53,,
66,52,,
66,51,,
66,50,,
66,49,,
66,48,,
66,47,,
66,46,,
66,45,,
66,44,,
66,43,,
66,42,,
66,41,,
66,40,,
66,39,,
67,71,,
67,70,,
67,69,,
67,68,,
67,67,,
67,66,,
67,65,,
67,64,,
67,63,,
67,62,,
67,61,,
67,60,,
67,59,,
67,58,,
67,57,,
67,56,,
67,55,,
67,54,,
67,53,,
67,52,,
67,51,,
67,50,,
67,49,,
67,48,,
67,47,,
67,46,,
67,45,,
67,44,,
67,43,,
67,42,,
67,41,,
67,40,,
67,39,,
68,71,,
68,70,,
68,69,,
68,68,,
68,67,,
68,66,,
68,65,,
68,64,,
68,63,,
68,62,,
68,61,,
68,60,,
68,59,,
68,58,,
68,57,,
68,56,,
68,55,,
68,54,,
68,53,,
68,52,,
68,51,,
68,50,,
68,49,,
68,48,,
68,47,,
68,46,,
68,45,,
68,44,,
68,43,,
68,42,,
68,41,,
68,40,,
68,39,,
69,71,,
69,70,,
69,69,,
69,68,,
69,67,,
69,66,,
69,65,,
69,64,,
69,63,,
69,62,,
69,61,,
69,60,,
69,59,,
69,58,,
69,39,,
69,40,,
69,41,,
70,71,,
70,70,,
70,69,,
70,68,,
70,67,,
70,66,,
70,65,,
70,64,,
70,63,,
70,62,,
70,61,,
70,60,,
70,59,,
70,58,,
70,39,,
70,40,,
70,41,,
71,71,,
71,70,,
71,69,,
71,68,,
71,67,,
71,66,,
71,65,,
71,64,,
71,63,,
71,62,,
71,61,,
71,60,,
71,59,,
71,58,,
71,39,,
71,40,,
71,41,,
72,71,,
72,70,,
72,69,,
72,68,,
72,67,,
72,66,,
72,65,,
72,64,,
72,63,,
72,62,,
72,61,,
72,60,,
72,59,,
72,58,,
72,39,,
72,58,,
72,57,,
72,56,,
72,55,,
72,54,,
72,53,,
72,52,,
72,51,,
72,50,,
72,49,,
72,48,,
72,47,,
72,46,,
72,45,,
72,44,,
72,43,,
72,42,,
72,41,,
72,40,,
73,71,,
73,70,,
73,69,,
73,68,,
73,67,,
73,66,,
73,65,,
73,64,,
73,63,,
73,62,,
73,61,,
73,60,,
73,59,,
73,58,,
73,39,,
73,58,,
73,57,,
73,56,,
73,55,,
73,54,,
73,53,,
73,52,,
73,51,,
73,50,,
73,49,,
73,48,,
73,47,,
73,46,,
73,45,,
73,44,,
73,43,,
73,42,,
73,41,,
73,40,,
74,71,,
74,70,,
74,69,,
74,68,,
74,67,,
74,66,,
74,65,,
74,64,,
74,63,,
74,62,,
74,61,,
74,60,,
74,59,,
74,58,,
74,39,,
74,58,,
74,57,,
74,56,,
74,55,,
74,54,,
74,53,,
74,52,,
74,51,,
74,50,,
74,49,,
74,48,,
74,47,,
74,46,,
74,45,,
74,44,,
74,43,,
74,42,,
74,41,,
74,40,,
75,70,,
75,69,,
75,68,,
75,67,,
75,66,,
75,65,,
75,64,,
75,63,,
75,62,,
75,61,,
75,60,,
75,59,,
75,58,,
75,58,,
75,57,,
75,56,,
75,55,,
75,54,,
75,53,,
75,52,,
75,51,,
75,50,,
75,49,,
75,48,,
75,47,,
75,46,,
75,45,,
75,44,,
75,43,,
75,42,,
75,41,,
75,40,,
79,71,p,78
79,70,,78
79,69,,78
79,68,,78
79,67,,78
79,66,,78
79,65,,78
79,64,,78
79,63,,78
79,62,,78
79,61,,78
79,60,,78
79,59,,78
79,58,,78
79,57,,78
79,56,,78
79,55,,78
79,54,,78
79,53,,78
79,52,,78
79,51,,78
79,50,,78
79,49,,78
79,48,,78
79,47,,78
79,46,,78
79,45,,78
79,44,,78
79,43,,78
79,42,,78
79,41,,78
79,40,,78
79,39,,78
80,71,,79
80,70,,79
80,69,,79
80,68,,79
80,67,,79
80,66,,79
80,65,,79
80,64,,79
80,63,,79
80,62,,79
80,61,,79
80,60,,79
80,59,,79
80,58,,79
80,57,,79
80,56,,79
80,55,,79
80,54,,79
80,53,,79
80,52,,79
80,51,,79
80,50,,79
80,49,,79
80,48,,79
80,47,,79
80,46,,79
80,45,,79
80,44,,79
80,43,,79
80,42,,79
80,41,,79
80,40,,79
80,39,,79
81,71,,80
81,70,,80
81,69,,80
81,68,,80
81,67,,80
81,66,,80
81,65,,80
81,64,,80
81,63,,80
81,62,,80
81,61,,80
81,60,,80
81,59,,80
81,58,,80
81,57,,80
81,56,,80
81,55,,80
81,54,,80
81,53,,80
81,52,,80
81,51,,80
81,50,,80
81,49,,80
81,48,,80
81,47,,80
81,46,,80
81,45,,80
81,44,,80
81,43,,80
81,42,,80
81,41,,80
81,40,,80
81,39,,80
82,71,,81
82,70,,81
82,69,,81
82,68,,81
82,67,,81
82,66,,81
82,65,,81
82,64,,81
82,63,,81
82,62,,81
82,61,,81
82,60,,81
82,59,,81
82,58,,81
82,57,,81
82,56,,81
82,55,,81
82,54,,81
82,53,,81
82,52,,81
82,51,,81
82,50,,81
82,49,,81
82,48,,81
82,47,,81
82,46,,81
82,45,,81
82,44,,81
82,43,,81
82,42,,81
82,41,,81
82,40,,81
82,39,,81
83,71,,82
83,70,,82
83,69,,82
83,68,,82
83,67,,82
83,66,,82
83,65,,82
83,64,,82
83,63,,82
83,62,,82
83,61,,82
83,60,,82
83,59,,82
83,58,,82
83,51,,82
83,50,,82
83,49,,82
84,71,,83
84,70,,83
84,69,,83
84,68,,83
84,67,,83
84,66,,83
84,65,,83
84,64,,83
84,63,,83
84,62,,83
84,61,,83
84,60,,83
84,59,,83
84,58,,83
84,51,,83
84,50,,83
84,49,,83
85,71,,84
85,70,,84
85,69,,84
85,68,,84
85,67,,84
85,66,,84
85,65,,84
85,64,,84
85,63,,84
85,62,,84
85,61,,84
85,60,,84
85,59,,84
85,58,,84
85,51,,84
85,50,,84
85,49,,84
86,71,,85
86,70,,85
86,69,,85
86,68,,85
86,67,,85
86,66,,85
86,65,,85
86,64,,85
86,63,,85
86,62,,85
86,61,,85
86,60,,85
86,59,,85
86,58,,85
86,58,,85
86,57,,85
86,56,,85
86,55,,85
86,54,,85
86,53,,85
86,52,,85
86,51,,85
86,50,,85
86,49,,85
87,71,,86
87,70,,86
87,69,,86
87,68,,86
87,67,,86
87,66,,86
87,65,,86
87,64,,86
87,63,,86
87,62,,86
87,61,,86
87,60,,86
87,59,,86
87,58,,86
87,58,,86
87,57,,86
87,56,,86
87,55,,86
87,54,,86
87,53,,86
87,52,,86
87,51,,86
87,50,,86
87,49,,86
88,71,,87
88,70,,87
88,69,,87
88,68,,87
88,67,,87
88,66,,87
88,65,,87
88,64,,87
88,63,,87
88,62,,87
88,61,,87
88,60,,87
88,59,,87
88,58,,87
88,58,,87
88,57,,87
88,56,,87
88,55,,87
88,54,,87
88,53,,87
88,52,,87
88,51,,87
88,50,,87
88,49,,87
89,70,,88
89,69,,88
89,68,,88
89,67,,88
89,66,,88
89,65,,88
89,64,,88
89,63,,88
89,62,,88
89,61,,88
89,60,,88
89,59,,88
89,58,,88
89,58,,88
89,57,,88
89,56,,88
89,55,,88
89,54,,88
89,53,,88
89,52,,88
89,51,,88
89,50,,88
93,39,A,
93,40,,
93,41,,
93,42,,
93,43,,
93,44,,
93,45,,
93,46,,
93,47,,
93,48,,
93,49,,
93,50,,
93,51,,
93,52,,
93,53,,
93,54,,
93,55,,
93,56,,
93,57,,
93,58,,
93,59,,
93,60,,
93,61,,
93,62,,
93,63,,
93,64,,
93,65,,
93,66,,
93,67,,
93,68,,
93,69,,
94,39,,
94,40,,
94,41,,
94,42,,
94,43,,
94,44,,
94,45,,
94,46,,
94,47,,
94,48,,
94,49,,
94,50,,
94,51,,
94,52,,
94,53,,
94,54,,
94,55,,
94,56,,
94,57,,
94,58,,
94,59,,
94,60,,
94,61,,
94,62,,
94,63,,
94,64,,
94,65,,
94,66,,
94,67,,
94,68,,
94,69,,
94,70,,
95,39,,
95,40,,
95,41,,
95,42,,
95,43,,
95,44,,
95,45,,
95,46,,
95,47,,
95,48,,
95,49,,
95,50,,
95,51,,
95,52,,
95,53,,
95,54,,
95,55,,
95,56,,
95,57,,
95,58,,
95,59,,
95,60,,
95,61,,
95,62,,
95,63,,
95,64,,
95,65,,
95,66,,
95,67,,
95,68,,
95,69,,
95,70,,
95,71,,
96,39,,
96,40,,
96,41,,
96,42,,
96,43,,
96,44,,
96,45,,
96,46,,
96,47,,
96,48,,
96,49,,
96,50,,
96,51,,
96,52,,
96,53,,
96,54,,
96,55,,
96,56,,
96,57,,
96,58,,
96,59,,
96,60,,
96,61,,
96,62,,
96,63,,
96,64,,
96,65,,
96,66,,
96,67,,
96,68,,
96,69,,
96,70,,
96,71,,
97,58,,
97,59,,
97,60,,
97,61,,
97,62,,
97,63,,
97,64,,
97,65,,
97,66,,
97,67,,
97,68,,
97,69,,
97,70,,
97,71,,
97,49,,
97,50,,
97,51,,
98,58,,
98,59,,
98,60,,
98,61,,
98,62,,
98,63,,
98,64,,
98,65,,
98,66,,
98,67,,
98,68,,
98,69,,
98,70,,
98,71,,
98,49,,
98,50,,
98,51,,
99,58,,
99,59,,
99,60,,
99,61,,
99,62,,
99,63,,
99,64,,
99,65,,
99,66,,
99,67,,
99,68,,
99,69,,
99,70,,
99,71,,
99,49,,
99,50,,
99,51,,
100,39,,
100,40,,
100,41,,
100,42,,
100,43,,
100,44,,
100,45,,
100,46,,
100,47,,
100,48,,
100,49,,
100,50,,
100,51,,
100,52,,
100,53,,
100,54,,
100,55,,
100,56,,
100,57,,
100,58,,
100,59,,
100,60,,
100,61,,
100,62,,
100,63,,
100,64,,
100,65,,
100,66,,
100,67,,
100,68,,
100,69,,
100,70,,
100,71,,
101,39,,
101,40,,
101,41,,
101,42,,
101,43,,
101,44,,
101,45,,
101,46,,
101,47,,
101,48,,
101,49,,
101,50,,
101,51,,
101,52,,
101,53,,
101,54,,
101,55,,
101,56,,
101,57,,
101,58,,
101,59,,
101,60,,
101,61,,
101,62,,
101,63,,
101,64,,
101,65,,
101,66,,
101,67,,
101,68,,
101,69,,
101,70,,
101,71,,
102,39,,
102,40,,
102,41,,
102,42,,
102,43,,
102,44,,
102,45,,
102,46,,
102,47,,
102,48,,
102,49,,
102,50,,
102,51,,
102,52,,
102,53,,
102,54,,
102,55,,
102,56,,
102,57,,
102,58,,
102,59,,
102,60,,
102,61,,
102,62,,
102,63,,
102,64,,
102,65,,
102,66,,
102,67,,
102,68,,
102,69,,
102,70,,
103,39,,
103,40,,
103,41,,
103,42,,
103,43,,
103,44,,
103,45,,
103,46,,
103,47,,
103,48,,
103,49,,
103,50,,
103,51,,
103,52,,
103,53,,
103,54,,
103,55,,
103,56,,
103,57,,
103,58,,
103,59,,
103,60,,
103,61,,
103,62,,
103,63,,
103,64,,
103,65,,
103,66,,
103,67,,
103,68,,
103,69,,
107,71,R,105
107,70,,105
107,69,,105
107,68,,105
107,67,,105
107,66,,105
107,65,,105
107,64,,105
107,63,,105
107,62,,105
107,61,,105
107,60,,105
107,59,,105
107,58,,105
107,57,,105
107,56,,105
107,55,,105
107,54,,105
107,53,,105
107,52,,105
107,51,,105
107,50,,105
107,49,,105
107,48,,105
107,47,,105
107,46,,105
107,45,,105
107,44,,105
107,43,,105
107,42,,105
107,41,,105
107,40,,105
107,39,,105
108,71,,106
108,70,,106
108,69,,106
108,68,,106
108,67,,106
108,66,,106
108,65,,106
108,64,,106
108,63,,106
108,62,,106
108,61,,106
108,60,,106
108,59,,106
108,58,,106
108,57,,106
108,56,,106
108,55,,106
108,54,,106
108,53,,106
108,52,,106
108,51,,106
108,50,,106
108,49,,106
108,48,,106
108,47,,106
108,46,,106
108,45,,106
108,44,,106
108,43,,106
108,42,,106
108,41,,106
108,40,,106
108,39,,106
109,71,,107
109,70,,107
109,69,,107
109,68,,107
109,67,,107
109,66,,107
109,65,,107
109,64,,107
109,63,,107
109,62,,107
109,61,,107
109,60,,107
109,59,,107
109,58,,107
109,57,,107
109,56,,107
109,55,,107
109,54,,107
109,53,,107
109,52,,107
109,51,,107
109,50,,107
109,49,,107
109,48,,107
109,47,,107
109,46,,107
109,45,,107
109,44,,107
109,43,,107
109,42,,107
109,41,,107
109,40,,107
109,39,,107
110,71,,108
110,70,,108
110,69,,108
110,68,,108
110,67,,108
110,66,,108
110,65,,108
110,64,,108
110,63,,108
110,62,,108
110,61,,108
110,60,,108
110,59,,108
110,58,,108
110,57,,108
110,56,,108
110,55,,108
110,54,,108
110,53,,108
110,52,,108
110,51,,108
110,50,,108
110,49,,108
110,48,,108
110,47,,108
110,46,,108
110,45,,108
110,44,,108
110,43,,108
110,42,,108
110,41,,108
110,40,,108
110,39,,108
111,71,,109
111,70,,109
111,69,,109
111,68,,109
111,67,,109
111,66,,109
111,65,,109
111,64,,109
111,63,,109
111,62,,109
111,61,,109
111,60,,109
111,59,,109
111,58,,109
111,49,,109
111,50,,109
111,51,,109
112,71,,110
112,70,,110
112,69,,110
112,68,,110
112,67,,110
112,66,,110
112,65,,110
112,64,,110
112,63,,110
112,62,,110
112,61,,110
112,60,,110
112,59,,110
112,58,,110
112,49,,110
112,50,,110
112,51,,110
113,71,,111
113,70,,111
113,69,,111
113,68,,111
113,67,,111
113,66,,111
113,65,,111
113,64,,111
113,63,,111
113,62,,111
113,61,,111
113,60,,111
113,59,,111
113,58,,111
113,49,,111
113,50,,111
113,51,,111
114,71,,112
114,70,,112
114,69,,112
114,68,,112
114,67,,112
114,66,,112
114,65,,112
114,64,,112
114,63,,112
114,62,,112
114,61,,112
114,60,,112
114,59,,112
114,58,,112
114,49,,112
114,50,,112
114,51,,112
115,71,,113
115,70,,113
115,69,,113
115,68,,113
115,67,,113
115,66,,113
115,65,,113
115,64,,113
115,63,,113
115,62,,113
115,61,,113
115,60,,115
115,59,,113
115,58,,113
115,57,,113
115,56,,113
115,55,,113
115,54,,113
115,53,,113
115,52,,113
115,51,,113
115,50,,113
115,49,,113
115,48,,113
115,47,,113
115,46,,113
115,45,,113
115,44,,113
115,43,,113
115,42,,113
115,41,,113
115,40,,113
115,39,,113
116,71,,114
116,70,,114
116,69,,114
116,68,,114
116,67,,114
116,66,,114
116,65,,114
116,64,,114
116,63,,114
116,62,,114
116,61,,114
116,60,,114
116,59,,114
116,58,,114
116,57,,114
116,56,,114
116,55,,114
116,54,,114
116,53,,114
116,52,,114
116,51,,114
116,50,,114
116,49,,114
116,48,,114
116,47,,114
116,46,,114
116,45,,114
116,44,,114
116,43,,114
116,42,,114
116,41,,114
116,40,,114
116,39,,114
117,71,,115
117,70,,115
117,69,,115
117,68,,115
117,67,,115
117,66,,115
117,65,,115
117,64,,115
117,63,,115
117,62,,115
117,61,,115
117,60,,115
117,59,,115
117,58,,115
117,57,,115
117,56,,115
117,55,,115
117,54,,115
117,53,,115
117,52,,115
117,51,,115
117,49,,115
117,48,,115
117,47,,115
117,46,,115
117,45,,115
117,44,,115
117,43,,115
117,42,,115
117,41,,115
117,40,,115
117,39,,115
118,70,,116
118,69,,116
118,68,,116
118,67,,116
118,66,,116
118,65,,116
118,64,,116
118,63,,116
118,62,,116
118,61,,116
118,60,,116
118,59,,116
118,58,,116
118,57,,116
118,56,,116
118,55,,116
118,54,,116
118,53,,116
118,52,,116
118,48,,116
118,47,,116
118,46,,116
118,45,,116
118,44,,116
118,43,,116
118,42,,116
118,41,,116
118,40,,116
118,39,,116
123,71,,
123,70,,
123,69,,
123,68,,
123,67,,
123,66,,
123,65,,
123,64,,
123,63,,
123,62,,
123,61,,
123,60,,
123,59,,
123,58,,
123,57,,
123,56,,
123,55,,
123,54,,
123,53,,
123,52,,
123,51,,
123,50,,
123,49,,
123,48,,
123,47,,
123,46,,
123,45,,
123,44,,
123,43,,
123,42,,
123,41,,
123,40,,
123,39,,
124,71,,
124,70,,
124,69,,
124,68,,
124,67,,
124,66,,
124,65,,
124,64,,
124,63,,
124,62,,
124,61,,
124,60,,
124,59,,
124,58,,
124,57,,
124,56,,
124,55,,
124,54,,
124,53,,
124,52,,
124,51,,
124,50,,
124,49,,
124,48,,
124,47,,
124,46,,
124,45,,
124,44,,
124,43,,
124,42,,
124,41,,
124,40,,
124,39,,
125,71,,
125,70,,
125,69,,
125,68,,
125,67,,
125,66,,
125,65,,
125,64,,
125,63,,
125,62,,
125,61,,
125,60,,
125,59,,
125,58,,
125,57,,
125,56,,
125,55,,
125,54,,
125,53,,
125,52,,
125,51,,
125,50,,
125,49,,
125,48,,
125,47,,
125,46,,
125,45,,
125,44,,
125,43,,
125,42,,
125,41,,
125,40,,
125,39,,
126,71,,
126,70,,
126,69,,
126,68,,
126,67,,
126,66,,
126,65,,
126,64,,
126,63,,
126,62,,
126,61,,
126,60,,
126,59,,
126,58,,
126,57,,
126,56,,
126,55,,
126,54,,
126,53,,
126,52,,
126,51,,
126,50,,
126,49,,
126,48,,
126,47,,
126,46,,
126,45,,
126,44,,
126,43,,
126,42,,
126,41,,
126,40,,
126,39,,
127,71,,
127,70,,
127,69,,
127,68,,
127,67,,
127,66,,
127,65,,
127,64,,
127,63,,
127,62,,
127,61,,
127,60,,
127,59,,
127,58,,
127,39,,
127,40,,
127,41,,
128,71,,
128,70,,
128,69,,
128,68,,
128,67,,
128,66,,
128,65,,
128,64,,
128,63,,
128,62,,
128,61,,
128,60,,
128,59,,
128,58,,
128,39,,
128,40,,
128,41,,
129,71,,
129,70,,
129,69,,
129,68,,
129,67,,
129,66,,
129,65,,
129,64,,
129,63,,
129,62,,
129,61,,
129,60,,
129,59,,
129,58,,
129,39,,
129,40,,
129,41,,
130,71,,
130,70,,
130,69,,
130,68,,
130,67,,
130,66,,
130,65,,
130,64,,
130,63,,
130,62,,
130,61,,
130,60,,
130,59,,
130,58,,
130,57,,
130,56,,
130,55,,
130,54,,
130,53,,
130,52,,
130,51,,
130,50,,
130,49,,
130,48,,
130,47,,
130,46,,
130,45,,
130,44,,
130,43,,
130,42,,
130,41,,
130,40,,
130,39,,
131,71,,
131,70,,
131,69,,
131,68,,
131,67,,
131,66,,
131,65,,
131,64,,
131,63,,
131,62,,
131,61,,
131,60,,
131,59,,
131,58,,
131,57,,
131,56,,
131,55,,
131,54,,
131,53,,
131,52,,
131,51,,
131,50,,
131,49,,
131,48,,
131,47,,
131,46,,
131,45,,
131,44,,
131,43,,
131,42,,
131,41,,
131,40,,
131,39,,
132,71,,
132,70,,
132,69,,
132,68,,
132,67,,
132,66,,
132,65,,
132,64,,
132,63,,
132,62,,
132,61,,
132,60,,
132,59,,
132,58,,
132,57,,
132,56,,
132,55,,
132,54,,
132,53,,
132,52,,
132,51,,
132,50,,
132,49,,
132,48,,
132,47,,
132,46,,
132,45,,
132,44,,
132,43,,
132,42,,
132,41,,
132,40,,
132,39,,
133,70,,
133,69,,
133,68,,
133,67,,
133,66,,
133,65,,
133,64,,
133,63,,
133,62,,
133,61,,
133,60,,
133,59,,
133,58,,
133,57,,
133,56,,
133,55,,
133,54,,
133,53,,
133,52,,
133,51,,
133,50,,
133,49,,
133,48,,
133,47,,
133,46,,
133,45,,
133,44,,
133,43,,
133,42,,
133,41,,
133,40,,
136,71,y,
136,70,,
136,69,,
136,68,,
136,67,,
136,66,,
136,65,,
136,64,,
136,63,,
136,62,,
136,61,,
136,60,,
136,59,,
136,58,,
136,57,,
136,56,,
136,55,,
136,54,,
136,53,,
136,52,,
136,51,,
137,71,,
137,70,,
137,69,,
137,68,,
137,67,,
137,66,,
137,65,,
137,64,,
137,63,,
137,62,,
137,61,,
137,60,,
137,59,,
137,58,,
137,57,,
137,56,,
137,55,,
137,54,,
137,53,,
137,52,,
137,51,,
137,50,,
138,71,,
138,70,,
138,69,,
138,68,,
138,67,,
138,66,,
138,65,,
138,64,,
138,63,,
138,62,,
138,61,,
138,60,,
138,59,,
138,58,,
138,57,,
138,56,,
138,55,,
138,54,,
138,53,,
138,52,,
138,51,,
138,39,,
138,40,,
138,41,,
138,50,,
138,49,,
139,71,,
139,70,,
139,69,,
139,68,,
139,67,,
139,66,,
139,65,,
139,64,,
139,63,,
139,62,,
139,61,,
139,60,,
139,59,,
139,58,,
139,57,,
139,56,,
139,55,,
139,54,,
139,53,,
139,52,,
139,51,,
139,39,,
139,40,,
139,41,,
139,50,,
139,49,,
140,39,,
140,40,,
140,41,,
140,51,,
140,50,,
140,49,,
141,39,,
141,40,,
141,41,,
141,51,,
141,50,,
141,49,,
142,39,,
142,40,,
142,41,,
142,51,,
142,50,,
142,49,,
143,71,,
143,70,,
143,69,,
143,68,,
143,67,,
143,66,,
143,65,,
143,64,,
143,63,,
143,62,,
143,61,,
143,60,,
143,59,,
143,58,,
143,57,,
143,56,,
143,55,,
143,54,,
143,53,,
143,52,,
143,51,,
143,50,,
143,49,,
143,48,,
143,47,,
143,46,,
143,45,,
143,44,,
143,43,,
143,42,,
143,41,,
143,40,,
143,39,,
144,71,,
144,70,,
144,69,,
144,68,,
144,67,,
144,66,,
144,65,,
144,64,,
144,63,,
144,62,,
144,61,,
144,60,,
144,59,,
144,58,,
144,57,,
144,56,,
144,55,,
144,54,,
144,53,,
144,52,,
144,51,,
144,50,,
144,49,,
144,48,,
144,47,,
144,46,,
144,45,,
144,44,,
144,43,,
144,42,,
144,41,,
144,40,,
144,39,,
145,71,,
145,70,,
145,69,,
145,68,,
145,67,,
145,66,,
145,65,,
145,64,,
145,63,,
145,62,,
145,61,,
145,60,,
145,59,,
145,58,,
145,57,,
145,56,,
145,55,,
